boljug,boleh juga
beres,selesai
bres,selesai
bokep,mesum
bhs,bahasa
bhsa,bahasa
bhasa,bahasa
bnyak,banyak
bnyk,banyak
buanyak,banyak
byk,banyak
bodo,bodoh
bu,ibu
bucin,budak cinta
bumil,ibu hamil
burem,buram
brp,berapa
brpa,berapa
brapa,berapa
bbrapa,berapa
bru,baru
bro,saudara laki
brou,saudara laki
bm,banyak mau
bocil,anak
bocah,anak
bole,boleh
bleh,boleh
bosen,bosan
bsen,bosan
bete,bosan
bt,bosan
berasa,seperti
biadap,biadab
begal,rampok
bsk,besok
bsok,besok
besuk,besok
bokap,bapak
becanda,canda
bercanda,canda
brcanda,canda
berterimakasih,terimakasih
berangkat,pergi
cakep,bagus
cabe,cabai
cans,cantik
canci,cantik
cntik,cantik
cangtip,cantik
cah,anak
caw,pergi
ceunah,kata orang
cenah,kata orang
cepet,cepat
cpet,cepat
cm,cuma
cma,cuma
cuman,cuma
cmn,cuman
cb,coba
cobain,coba
cet,cat
cemoh,cemooh
cd,celana dalam
coli,masturbasi
cek,periksa
copet,rampok
catet,catat
cewe,gadis
cowo,pria
cwe,gadis
cwo,pria
cowok,pria
cewek,gadis
cape,lelah
capek,lelah
covid,corona
cuz,karena
cucok,cocok
cu,lucu
cuan,uang
dek,saudara
de,saudara
dd,saudara
d,saudara
dh,sudah
dah,sudah
dmn,dimana
dmna,dimana
dmana,dimana
diem,diam
dalem,dalam
dlem,dalam
dlm,dalam
dibenakku,benak
digebukin,pukul
digebuk,pukul
disuru,disuruh
ditingal,tinggal
dipake,pakai
dibales,balas
dibls,balas
dibles,balas
dipanggil,panggil
bena,benak
dateng,datang
dteng,datang
dtg,datang
deres,deras
demen,suka
dmen,suka
deket,dekat
dket,dekat
dkt,dekat
denger,dengar
dnger,dengar
dpn,depan
dpan,depan
depn,depan
doain,doa
dengerin,mendengarkan
dngerin,mendengarkan
drpd,daripada
drpda,daripada
drpada,daripada
dripada,daripada
dripda,daripada
ditrima,diterima
dtrima,diterima
dterima,diterima
dlu,dulu
dl,dulu
duit,uang
dgn,dengan
dg,dengan
dngan,dengan
dngr,dengar
dok,dokter
doi,pacar
donk,dong
dongs,dong
donlot,download
dosenya,dosen
dsen,dosen
dapet,dapat
dpet,dapat
dpt,dapat
dr,dari
dri,dri
drtdi,dari tadi
dritdi,dari tadi
drakor,drama korea
dsr,dasar
dsar,dasar
deg,gugup
degan,gugup
dag,gugup
dig,gugup
dug,gugup
duh,aduh
dy,dia
dya,dia
dibuat,buat
ep,episode
ea,iya
eak,iya
elit,elite
engan,enggan
enga,tidak
enganya,tidak
enggak,tidak
engak,tidak
ena,enak
enteng,ringan
emak,ibu
ema,ibu
elu,anda
elo,anda
emg,memang
emng,memang
emang,memang
emesh,gemas
emes,gemas
ew,jijik
ewh,jijik
eta,itu
etik,ketik
fikir,pikir
fav,favorit
fb,facebook
fakir,miskin
fto,foto
gas,ayo
gan,mas
gak,tidak
ga,tidak
gk,tidak
g,tidak
gada,tidak ada
gaada,tidak ada
gda,tidak ada
gausah,tidak usah
gaush,tidak usah
gawsah,tidak usah
gusah,tidak usah
gatau,tidak tahu
gtau,tidak tahu
gataw,tidak tahu
gtaw,tidak tahu
gbs,tidak bisa
gbsa,tidak bisa
gbisa,tidak bisa
gabisa,tidak bisa
gkbisa,tidak bisa
gapunya,tidak punya
gpunya,tidak punya
gaakan,tidak akan
gakan,tidak akan
gkan,tidak akan
gabakalan,tidak akan
gbakalan,tidak akan
gbkalan,tidak akan
gabakal,tidak akan
gbakal,tidak akan
gbkal,tidak akan
gamau,tidak mau
gmau,tidak mau
gapapa,tidak apa apa
gpapa,tidak apa apa
gpp,tidak apa apa
gp,tidak apa apa
gagitu,tidak begitu
ggitu,tidak begitu
gapernah,tidak pernah
gpernah,tidak pernah
gaprnah,tidak pernah
gprnah,tidak pernah
gajadi,tidak jadi
gjadi,tidak jadi
gajdi,tidak jadi
gjdi,tidak jadi
gaboleh,tidak boleh
gabole,tidak boleh
gboleh,tidak boleh
gkboleh,tidak boleh
gblh,tidak boleh
gnteng,tampan
ganteng,tampan
galau,dilema
glau,dilema
goda,rayu
gabut,bosan
gembel,miskin
gngu,ganggu
gangu,ganggu
garem,garam
grem,garam
gnti,ganti
gntung,gantung
gilak,gila
gile,gila
gemes,gemas
gemay,gemas
gumus,gemas
gw,saya
gue,saya
gua,saya
gatel,gatal
gmn,bagaimana
gmna,bagaimana
gebuk,pukul
gimana,bagaimana
ginian,begini
gnian,begini
gini,begini
gni,begini
gin,begini
gn,begini
gt,begitu
gtu,begitu
gitu,begitu
gituu,begitu
gituh,begitu
gemash,gemas
gasadar,tidak sadar
gsadar,tidak sadar
gasuka,tidak suka
gsuka,tidak suka
gska,tidak suka
gaksuka,tidak suka
gaksi,tidak 
gmpang,mudah
gampang,mudah
gmpng,mudah
gde,besar
gede,besar
geura,segera
grgr,karena
gra,karena
giung,pusing
gegara,karena
goblog,bodoh
goblok,bodoh
gblok,bodoh
gblk,bodoh
gluduk,petir
gledek,petir
geledek,petir
hayu,ayo
hi,hai
hei,hai
hey,hai
heh,hai
hah,apa
hamburin,hambur
hm,pikir
hmm,pikir
hehe,malu
heheh,malu
hehehe,malu
hihi,malu
hihihi,malu
hahaha,tawa
hhaha,tawa
hahha,tawa
ha,tawa
hahahahah,tawa
hahahahaha,tawa
hahahaha,tawa
hahahah,tawa
hahah,tawa
hahhah,tawa
hahahh,tawa
ahahahaha,tawa
ahahahah,tawa
ahahaha,tawa
ahahah,tawa
ahaha,tawa
ahah,tawa
huhu,tangis
hu,tangis
huhuhu,tangis
hp,telepon
hape,telepon
hpe,telepon
hdup,hidup
hbis,habis
hbs,habis
halu,halusinasi
hadeh,aduh
hdeh,aduh
haduh,aduh
hduh,aduh
hadoh,aduh
hdoh,aduh
homo,homoseksual
gay,homoseksual
hima,himpunan mahasiswa
hinga,hingga
hiks,tangis
hijab,kerudung
hrs,harus
hrus,harus
hr,hari
huft,lelah
hyung,saudara laki
ibuk,ibu
ijo,hijau
item,hitam
itung,hitung
iki,ini
ilang,hilang
iler,air liur
ijin,izin
indomi,mie
indomie,mie
iy,iya
iye,iya
iyo,iya
iyuh,jijik
ieu,ini
im,saya
inih,ini
inget,ingat
indon,indonesia
indo,indonesia
idung,hidung
idup,hidup
iseng,jail
ingt,ingat
ig,instagram
jg,juga
jga,juga
jjur,jujur
jangal,janggal
jln,jalan
jlan,jalan
jeriwi,jerawat
jerawatan,jerawat
japres,jalur prestasi
jatoh,jatuh
jtoh,jatuh
jago,mahir
jir,sial
jiji,jijik
jina,zina
jala,jalan
jaim,jaga harga diri
jalannya,jalan
jastip,jasa titip
jrok,jorok
jugak,juga
jan,tidak
jgn,tidak
jngan,tidak
jangan,tidak
jingan,biadab
jidat,dahi
jd,jadi
jdi,jadi
jele,jelek
jlek,jelek
jlk,jelek
jkt,jakarta
jawabanya,jawab
jwab,jawab
jwb,jawab
jogja,yogyakarta
k,oke
kg,kilogram
km,kilometer
kaco,kacau
kepake,dipakai
kebon,kebun
kdua,kedua
krn,karena
karna,karena
krna,karena
krena,karena
kntl,alat kelamin
kontol,alat kelamin
knp,kenapa
knpa,kenapa
knapa,kenapa
kpn,kapan
kpan,kapan
kren,keren
ksih,kasih
ksh,kasih
kasi,kasih
kasian,kasihan
ksian,kasihan
ksar,kasar
kget,kejut
kaget,kejut
ktany,katanya
ktanya,katanya
krjaan,pekerjaan
komen,komentar
kang,saudara laki
kagak,tidak
kaga,tidak
kgak,tidak
kga,tidak
kgk,tidak
khan,kan
koceng,kucing
kocheng,kucing
kpd,kepada
kpada,kepada
kpda,kepada
kalungin,kalung
ku,saya
kenceng,kencang
knceng,kencang
kendor,kendur
keker,atletis
kekk,seperti
kek,seperti
ky,seperti
kyak,seperti
kya,seperti
kyk,seperti
kayak,seperti
kayaknya,seperti
kyaknya,seperti
kayanya,seperti
kaya,seperti
kk,saudara
ka,saudara
kak,saudara
kaka,saudara
kakak,saudara
kdg,kadang
kdang,kadang
kdng,kadang
kluar,keluar
kalo,kalau
kangen,rindu
kngen,rindu
kngn,rindu
kgn,rindu
kesel,kesal
kzl,kesal
kezel,kesal
khianat,hianat
kmar,kamar
kmr,kamar
kesian,kasihan
kntin,kantin
kntong,kantong
kntor,kantor
ketinggalan,tinggal
kamu,anda
kmu,anda
kau,anda
kmrn,kemarin
kmarin,kemarin
kmren,kemarin
kmaren,kemarin
kemaren,kemarin
kcanduan,kecanduan
kampung,desa
kmpung,desa
karo,sama
keles,kali
keleus,kali
kelelep,tenggelam
klelep,tenggelam
kepo,ingin tahu
kenalin,memperkenalkan
keinget,teringat
keingat,teringat
kesannya,kesan
kesanya,kesan
kedepannya,depan
kelar,selesai
kerjan,pekerjaan
klar,selesai
kls,kelas
kirain,kira
klo,kalau
kl,kalau
klw,kalau
krg,kurang
krang,kurang
kurng,kurang
kudu,harus
kocak,lucu
kcak,lucu
korsel,korea selatan
kosan,kos
kost,kos
kok,kenapa
ko,kenapa
kog,kenapa
konci,kunci
komuk,muka
komenya,komentar
krudung,kerudung
ketingalan,ketinggalan
ktemu,bertemu
ktmu,bertemu
kumaha,bagaimana
kntol,kontol
knyol,konyol
kuy,ayo
latian,latih
lai,lain
lau,anda
laper,lapar
lper,lapar
lakik,laki
lbh,lebih
lbih,lebih
lemes,lemas
lg,lagi
lgi,lagi
lhir,lahir
liat,lihat
leh,boleh
lebi,lebih
lesbi,lesbian
lngsing,langsing
lutuna,lucunya
lgsg,langsung
lngsng,langsung
lngsung,langsung
lu,anda
lo,anda
loe,anda
lt,lantai
lmbat,lambat
maba,mahasiswa baru
map,maaf
maap,maaf
maf,maaf
mafin,maafin
mag,maag
mabok,mabuk
macem,macam
mcm,macam
manfat,manfaat
meap,rias wajah
make,memakai
maneh,anda
males,malas
malem,malam
mlem,malam
mlam,malam
mcem,macam
mcam,macam
mampus,mati
meningal,mati
meninggal,mati
mingu,minggu
mantaps,mantap
mantep,mantap
manteb,mantap
mntap,mantap
mntep,mantap
mantab,mantap
mntab,mantap
mls,malas
mles,malas
masi,masih
msh,masih
msih,masih
mret,maret
mama,ibu
mah,ibu
mamah,ibu
mb,saudara wanita
mba,saudara wanita
mbak,saudara wanita
mbk,saudara wanita
mang,saudara laki
mas,saudara laki
murid,siswa
mmk,vagina
memek,vagina
ma,sama
maco,gagah
masama,sama sama
maen,main
moga,semoga
mo,mau
mkir,pikir
mikir,pikir
mikirin,pikir
mkirin,pikir
mlm,malam
mlu,malu
met,selamat
menasehati,menasihati
medsos,media sosial
medsoc,media sosial
mending,lebih baik
mksh,terimakasih
mkasi,terimakasih
mkasih,terimakasih
makasi,terimakasih
makasih,terimakasih
mkaseh,terimakasih
makaseh,terimakasih
maciw,terimakasih
maaciw,terimakasih
meni,sangat
meuni,sangat
muter,putar
mutar,putar
puter,putar
mksud,maksud
mksudnya,maksudnya
min,admin
mimin,admin
mindep,minggu depan
mlik,milik
mamak,ibu
mara,marah
masukin,masuk
mencoba,coba
mgkin,mungkin
mngkin,mungkin
mnghina,menghina
mngatur,mengatur
mongo,silakan
mnurut,pikir
menurut,pikir
mens,haid
mndur,mundur
mreka,mereka
mrka,mereka
mntah,muntah
mulu,hanya
mlulu,hanya
melulu,hanya
meranin,peran
meran,peran
mtlak,mutlak
milih,pilih
mu,anda
mutlaq,mutlak
msuh,musuh
musti,harus
mustinya,harusnya
naon,apa
nabi,rasul
nak,anak
nambah,tambah
nmbah,tambah
napa,kenapa
ngapa,kenapa
ngapeh,kenapa
ngape,kenapa
najong,najis
nangis,tangis
ngaruh,ampuh
ngruh,ampuh
nemenin,menemani
ngerti,paham
ngrti,paham
nraka,neraka
nelen,telan
nlen,telan
nelan,telan
nlan,telan
nek,nenek
nnek,nenek
neng,saudara wanita
nemu,temu
nomer,nomor
nmer,nomor
nih,ini
ni,ini
nasehat,nasihat
naget,nugget
nahan,tahan
nda,tidak
ndak,tidak
ngadi,ada
ngajar,ajar
ngilang,ilang
ngk,tidak
nugas,tugas
nyuruh,suruh
ngomongin,gosip
nanya,tanya
nnya,tanya
ngpa,kenapa
nga,tidak
ngak,tidak
nggak,tidak
ngaca,kaca
ngantuk,kantuk
ngantuknya,kantuk
ngntuk,kantuk
ngasih,memberi
ngasi,memberi
ngapain,apa
ngalahin,kalah
ngalah,kalah
ngatain,ejek
ngtain,ejek
ngakak,tawa
ngkak,tawa
ngajak,ajak
ngjak,ajak
ngetawain,tawa
ngeri,takut
ngikutin,ikut
ngisi,isi
ngisep,isap
ngisap,isap
ngiri,iri
ngebunuh,bunuh
ngedit,edit
ngedip,kedip
ngefek,efek
ngejek,ejek
ngekang,kekang
ngaco,kacau
ngelak,elak
ngebedain,beda
ngeliat,lihat
ngeluarin,keluar
ngelahirin,lahir
ngeselin,kesal
ngerasa,rasa
ngrasa,rasa
ngemis,emis
ngena,kena
ngeluh,keluh
ngeh,tidak sadar
ngerasain,rasa
ngerjain,kerja
ngrjain,kerja
ngerugiin,rugi
ngerugin,rugi
ngrugin,rugi
ngewe,seks
ngeue,seks
ngentot,seks
ngenski,seks
ngentod,seks
ngmg,bicara
ngomong,bicara
ngmong,bicara
ngemeng,bicara
ngmeng,bicara
ngotak,pikir
ngorok,dengkur
nginep,inap
nginap,inap
ngirim,kirim
ngrim,kirim
ngocok,kocok
ngontrak,kontrak
ngode,kode
ngopi,kopi
ngonten,konten
ngide,ide
ngeuh,sadar
ngapus,hapus
ngarep,harap
ngucapin,ucap
ngurusin,urus
ninggalin,tinggal
nitip,titip
ntip,titip
ngegym,pergi ke gym
ntn,tonton
nton,tonton
nnton,tonton
nonton,tonton
menonton,tonton
nontonya,tonton
nolong,tolong
nolongin,tolong
njir,sial
njay,sial
nying,biadab
nyesel,sesal
nysel,sesal
nyambat,sambat
noh,itu
nyampe,sampai
nympe,sampai
nyari,cari
nnti,nanti
ntap,mantap
ntab,mantap
ntaps,mantap
ntabs,mantap
ntr,sebentar
ntar,sebentar
ntaran,sebentar
nungu,tunggu
nunggu,tunggu
nunguin,tunggu
nungguin,tunggu
nulis,tulis
nular,tular
nyatet,catat
nyicil,cicil
nyium,cium
nyuri,curi
nyuci,cuci
nyulik,culik
nyubit,cubit
nyolek,colek
nyongkel,congkel
nyamain,sama
nyangka,sangka
nyalain,nyala
nyalakan,nyala
nyarin,cari
nyariin,cari
nyindir,sindir
nyesek,sesak
nyinyir,cerewet
nynyir,cerewet
nyembah,sembah
nyeduh,seduh
nyoba,coba
nyobain,coba
nyokap,ibu
okey,oke
okay,oke
ok,oke
om,paman
ora,tidak
orak,tidak
org,orang
orng,orang
ortu,orang tua
opo,apa
ojol,ojek online
onlen,online
p,misi
pala,kepala
pms,menstruasi
pak,bapak
pansos,panjat sosial
perasaan,rasa
pars,parah
pake,pakai
pakek,pakai
pantesan,pantas saja
pantes,pantas
pntes,pantas
pemulung,miskin
pcar,pacar
pcr,pacar
papa,ayah
papah,ayah
prah,parah
pangil,panggil
pangul,panggul
pangung,panggung
pingang,pinggang
pingir,pinggir
pd,pada
pda,pada
pdhl,padahal
pdhal,padahal
pede,percaya diri
pdkt,pendekatan
pen,ingin
pengin,ingin
pengen,ingin
pgn,ingin
prut,perut
pencet,tekan
prstasi,prestasi
pingin,ingin
pertanyan,tanya
penghianat,khianat
pnghianat,khianat
berhianat,khianat
hianat,khianat
prof,profesor
pas,tepat
pedes,pedas
pdes,pedas
pdas,pedas
pngen,ingin
pinter,pintar
pnter,pintar
piye,bagaimana
pny,punya
pns,pegawai negeri sipil
plg,pulang
pijet,pijat
pilek,sakit
peju,sperma
pinjem,pinjam
pke,pakai
pnting,penting
pr,kerja rumah
prcaya,percaya
prcya,percaya
petani,tani
psti,pasti
pulak,pula
promo,promosi
prnh,pernah
prnah,pernah
pungung,punggung
punten,misi
perbarui,baru
pertanyaan,tanya
puyeng,pusing
pulkam,pulang desa
qu,saya
q,saya
qm,anda
qt,kita
raga,badan
rang,orang
rangorang,orang
rasain,rasa
rasane,rasa
rame,ramai
realisasi,realisme
rejeki,rezeki
remed,remedial
responya,responsif
respon,responsif
ria,sombong
riya,sombong
rmpok,rampok
rempong,repot
rs,rumah sakit
rm,rumah makan
rsud,rumah sakit
rmh,rumah
rosul,rasul
rekomen,rekomendasi
ronga,rongga
resto,restoran
restaurant,restoran
restauran,restoran
rb,ribu
rbet,ribet
resiko,risiko
rsiko,risiko
ribet,rumit
rme,ramai
ramek,ramai
syg,sayang
syang,sayang
sayank,sayang
syank,sayang
sarkas,sarkasme
sange,seks
snge,seks
saur,sahur
sebat,rokok
seh,sih
sich,sih
sikil,kaki
simpel,mudah
sip,oke
skit,sakit
slalu,selalu
segini,saat ini
sgini,saat ini
sgni,saat ini
sbnerny,benar
sbnernya,benar
sebnernya,benar
sebenarny,benar
sebenernya,benar
sebel,kesal
sbel,kesal
sbl,kesal
sek,sebentar
sblm,belum
sblum,belum
sbelum,belum
sbaiknya,baik
sebaikny,baik
sokap,lagak akrab
sodara,saudara
sok,belaga
sosmed,media sosial
socmed,media sosial
sat,saat
smbong,sombong
sm,sama
sma,sama
saman,sama
sambel,sambal
smbel,sambal
smangat,semangat
smngt,semangat
smngat,semangat
sempet,sempat
smpet,sempat
smpt,sempat
smoga,semoga
smg,semoga
smga,semoga
sehingga,hingga
sehinga,hingga
segitunya,hingga seperti itu
segininya,hingga seperti ini
segitu,seperti itu
sgitu,seperti itu
sgtu,seperti itu
smp,sampai
smpe,sampai
sampe,sampai
semenjak,sejak
semlekum,salam
semalem,tadi malam
smalem,tadi malam
semlm,tadi malam
smlem,tadi malam
salut,hormat
salim,hormat
sabi,bisa
salfok,salah fokus
sarcasm,sarkasme
samasama,sama
sangup,sanggup
samsek,sama sekali
sampean,anda
sans,santai
santuy,santai
sntuy,santai
skuy,santai
sekuy,santai
sekut,santai
skut,santai
sarap,gila
srah,serah
serem,seram
srem,seram
seger,segar
sger,segar
sgar,segar
shope,shopee
sbg,sebagai
sbgai,sebagai
sbagai,sebagai
sbnrnya,benar
sebenarnya,benar
sd,sampai dengan
sdh,sudah
sdah,sudah
sdkit,sedikit
sdikit,sedikit
sdket,sedekat
sdeket,sedekat
sukak,suka
sedep,enak
sedap,enak
sebal,kesal
sori,maaf
sopo,siapa
sono,sana
supir,sopir
spt,seperti
sedekah,beri
stres,gila
stress,gila
setres,gila
skg,sekarang
skrg,sekarang
skrng,sekarang
skrang,sekarang
skarang,sekarang
sperti,seperti
sprti,seperti
sprt,seperti
sprtnya,seperti
skalian,segala
sirkel,kelompok
smentara,sementara
smntara,sementara
semingu,seminggu
sunguh,sungguh
syedi,sedih
sedi,sedih
sad,sedih
sempro,seminar proposal
sesungguhnya,sungguh
seranga,serangga
singung,singgung
tersinggung,singgung
tersingung,singgung
siah,anda
sia,anda
siapin,siap
siswi,siswa
smua,semua
sepenuh,penuh
sngkat,singkat
seinget,ingat
stuju,setuju
sukur,syukur
suer,sumpah
sumpeh,sumpah
sumpa,sumpah
suda,sudah
sudh,sudah
sy,saya
syantik,cantik
ta,tugas akhir
tak,tidak
tau,tahu
taun,tahun
tanga,tangga
tangal,tanggal
tangap,tanggap
tanguh,tangguh
tangul,tanggul
tangung,tanggung
tukeran,tukar
telor,telur
tros,terus
tdk,tidak
tdak,tidak
tida,tidak
tkut,takut
tingal,tinggal
tlong,tolong
tlng,tolong
tlg,tolong
tgl,tanggal
tngal,tanggal
tengelam,tenggelam
tenger,tengger
tengak,tenggak
tengorok,tenggorok
tongak,tonggak
tungak,tunggak
tungal,tunggal
tungang,tunggang
tungu,tunggu
tungul,tunggul
tukads,takut
tukad,takut
tp,tapi
tpi,tapi
trus,terus
trs,terus
tsb,tersebut
temenku,teman
tmenku,teman
tmnku,teman
temen,teman
tmen,teman
tmn,teman
tkp,tempat kejadian perkara
tar,nanti
teringat,ingat
tangannya,tangan
tanganya,tangan
tbtb,tiba tiba
tnte,tante
tah,begitu
tajem,tajam
teken,tekan
tetep,tetap
ttep,tetap
ttp,tetap
tt,payudara
tete,payudara
teh,saudara wanita
teteh,saudara wanita
tembok,dinding
tmbok,dinding
td,tadi
tdr,tidur
th,tahun
tetanga,tetangga
tokped,tokopedia
trkenal,kenal
trknal,kenal
twiter,twitter
teu,tidak
telpon,telepon
telfon,telepon
tu,itu
tuh,itu
ituh,itu
tuwir,tua
tibur,ribut
tingi,tinggi
tuju,setuju
tonjok,pukul
trimakasi,terimakasih
trimakasih,terimakasih
terimakasi,terimakasih
trimski,terimakasih
tulisanya,tulisan
tulung,tolong
tuyul,hantu
tv,televisi
uas,ujian akhir semester
un,ujian nasional
ujan,hujan
utang,hutang
ultah,ultang tahun
ud,sudah
uda,sudah
udh,sudah
udah,sudah
udeh,sudah
udahan,sudah
udahlah,sudah
ughtea,ukhti
uts,ujian
u,anda
ustad,guru
ustadz,guru
uga,juga
ugha,juga
uwu,lucu
uwuw,lucu
uwuwu,lucu
urang,saya
urg,saya
utk,untuk
ntuk,untuk
ungas,unggas
ungul,unggul
walopun,walaupun
w,saya
we,saya
wae,saja
wes,sudah
wis,sudah
wa,whatsapp
wktu,waktu
wikwik,seks
wik,seks
walaikumsalam,salam
waw,kejut
wew,kejut
wow,kejut
wadidaw,kejut
wadaw,kejut
wadau,kejut
wdaw,kejut
waduh,kejut
walo,walau
wong,orang
woy,hai
woi,hai
wey,hai
wk,tawa
wkw,tawa
wkwk,tawa
wkwkw,tawa
wkwkwk,tawa
wkwkwkw,tawa
wkwkwkwk,tawa
wkwkwkwkw,tawa
kwkwkwkwkwk,tawa
wkwkwkwkwk,tawa
wqwq,tawa
wqwqw,tawa
wqwqwq,tawa
weh,haduh
x,kali
yg,yang
yng,yang
yank,sayang
ynk,sayang
y,iya
ya,iya
yak,iya
yha,iya
yok,ayo
yo,ayo
yu,ayo
yuk,ayo
yauds,sudah
yaud,sudah
yauda,sudah
yaudah,sudah
yudah,sudah
ysdah,sudah
ysudah,sudah
yawdah,sudah
yalah,iya tuhan
yawlah,iya tuhan
yawloh,iya tuhan
yakali,iya mungkin
yekali,iya mungkin
ykali,iya mungkin
yakli,iya mungkin
yaiyalah,iya 
yampun,iya ampun
yutub,youtube
yutup,youtube
yt,youtube
yakan,iya
yekan,iya
ykan,iya
ye,iya
yesus,tuhan
zinah,zina
jinah,zina
zolim,zalim
jolim,zalim
zaman,jaman
a,sebuah
above,di atas
aesthetic,estetika
account,akun
actually,benar
aint,tidak
all,semua
also,juga
alone,sendiri
almost,hampir
already,sudah
always,selalu
amazing,hebat
as,sebagai
app,aplikasi
am,saya
anw,bagaimana
anyway,bagaimana
another,yang lain
anything,apa pun
art,seni
at,di
af,sekali
and,dan
about,tentang
ass,pantat
are,adalah
around,sekitar
awkward,canggung
again,lagi
after,sudah
auto,otomatis
automatically,otomatis
award,hadiah
awards,hadiah
away,jauh
back,kembali
bullshit,omong kosong
bullshits,omong kosong
below,di bawah
bf,pacar
be,jadi
been,telah
beb,sayang
bebeb,sayang
because,karena
being,jadi
better,lebih baik
best,terbaik
believe,percaya
before,belum
birthday,ulang tahun
bitch,bajing
bitches,bajing
bday,ulang tahun
boomer,kuno
brow,saudara laki
brown,coklat
brb,segera kembali
but,tapi
booty,pantat
btw,omong omong
by,oleh
bored,bosan
bye,selamat tinggal
bitter,pahit
call,telepon
can,bisa
cant,tidak bisa
cancelled,batal
canceled,batal
cancel,batal
capt,kapten
checked,periksa
chat,obrolan
clumsy,ceroboh
close,tutup
cmiw,benarkan jika saya salah
course,tentu
comment,komentar
couple,pasangan
compare,banding
come,datang
came,datang
cheats,selingkuh
cheat,curang
cheated,selingkuh
cz,karena
crying,tangis
cut,gores
day,hari
dad,bapak
daddy,bapak
dear,sayang
done,sudah
down,turun
differences,atas
depressed,depresi
dead,mati
dm,pesan langsung
design,desain
designer,perancang
distance,jarak
distancing,jarak
do,buat
dont,tidak
don,tidak
download,unduh
dunno,tidak tahu
dumb,bodoh
dafuq,bajing
dyed,cat
different,beda
could,bisa
ez,mudah
especially,utama
even,bahkan
endingnya,akhir
ending,akhir
eps,episode
episod,episode
everything,semua
ever,pernah
everybody,semua orang
everyone,semua orang
exhausted,habis
exactly,tepat
flaw,cacat
flaws,cacat
family,keluarga
fam,keluarga
father,bapak
failed,gagal
follow,ikut
followed,ikut
folback,ikut kembali
follback,ikut kembali
folls,ikut
followers,total ikut
followings,total ikut
feel,rasa
first,pertama
fixed,tetap
fix,tetap
for,untuk
forget,lupa
forgot,lupa
from,dari
free,gratis
finaly,akhir
finally,akhir
full,penuh
feels,terasa
finished,selesai
fyi,untuk informasi anda
ffs,saya tidak percaya tolong berhenti
fs,saya tidak percaya tolong berhenti
fuck,bajing
